Contact ID,Full Name,Email,Title,Phone,Location,Last Engagement Date,Engagement Score,Account ID
46840cec,Gary Glass,gary.glass@moore-deleon.net,RevOps Manager,+1-540-539-0867x2658,Port Justinland,2025-04-07,69.95,a139b76e
020a5b46,Jeremiah Castillo,jeremiah.castillo@moore-deleon.net,Finance Manager,332.830.9593x34409,Lake Melissa,2025-04-19,3.76,a139b76e
f2dc617a,Daniel Compton,daniel.compton@moore-deleon.net,Head of Demand Gen,001-246-880-7998x2557,West Robert,2025-02-18,69.38,a139b76e
7a151922,Daniel Rodriguez,daniel.rodriguez@moore-deleon.net,Finance Manager,(974)366-1779,Lake Katherine,2025-04-22,24.28,a139b76e
1bc0a0c5,Nathan Harper,nathan.harper@moore-deleon.net,CMO,189-661-3056x2269,North Brittanybury,2025-03-02,24.64,a139b76e
c2e2beff,David Davis,david.davis@chandler.org,HR Generalist,603.908.8497x9240,New Timothyville,2025-03-13,29.95,3cc129fe
a84d34d1,Heather Jones,heather.jones@chandler.org,Procurement Specialist,860.161.4964,East Martin,2025-04-07,41.75,3cc129fe
fdf3ff73,Patrick Gordon,patrick.gordon@chandler.org,Software Engineer,108-655-7866,Port Regina,2025-03-25,65.23,3cc129fe
3182162b,Joseph Lang,joseph.lang@chandler.org,Marketing Operations Manager,702-671-9764x0338,Cummingsside,2025-04-22,9.08,3cc129fe
87b6353a,Samantha Gutierrez,samantha.gutierrez@chandler.org,Finance Manager,803.219.2109x248,Jonathanstad,2025-04-28,59.08,3cc129fe
ff0b9abd,Jeffrey Stafford,jeffrey.stafford@chandler.org,Marketing Manager,+1-700-436-1224x986,Sandrashire,2025-04-17,83.39,3cc129fe
94b91357,Holly Walker,holly.walker@chandler.org,Sales Representative,+1-593-396-4154x31463,Nicolemouth,2025-02-27,90.23,3cc129fe
6fa8fc4f,Stephanie Bean,stephanie.bean@chandler.org,VP of Marketing,+1-058-822-7505x81560,Carolchester,2025-03-16,64.35,3cc129fe
8e428253,Nicholas Medina,nicholas.medina@chandler.org,Finance Manager,001-597-761-4522,Michelleborough,2025-05-05,10.57,3cc129fe
ee5f8fc6,Matthew Barber,matthew.barber@chandler.org,Marketing Manager,476.308.2641x252,Lake Kayla,2025-03-10,67.22,3cc129fe
45d0963d,Kimberly Mcpherson,kimberly.mcpherson@chandler.org,Head of Demand Gen,(782)461-4328,Richardchester,2025-03-15,19.06,3cc129fe
75ecc44e,Natalie Hernandez,natalie.hernandez@chandler.org,CMO,+1-078-903-6799x670,East Hannahshire,2025-03-16,1.53,3cc129fe
2ec72bbb,Kelli Burch,kelli.burch@chandler.org,VP of Marketing,580.986.5986x7779,North Kevinbury,2025-04-15,74.27,3cc129fe
6695424,Amanda Holland,amanda.holland@chandler.org,RevOps Manager,837-051-0591,Port Briannachester,2025-02-20,72.67,3cc129fe
5f71f047,Samantha Gonzalez,samantha.gonzalez@chandler.org,Software Engineer,081-899-1104x465,North Rhondaborough,2025-05-02,79.19,3cc129fe
a7be824c,Robert Morrison,robert.morrison@chandler.org,Procurement Specialist,001-449-617-6576x30764,Hardinmouth,2025-02-28,99.34,3cc129fe
ffe046b9,Joseph Deleon,joseph.deleon@chandler.org,Software Engineer,001-440-443-9673x009,South Natalie,2025-03-06,95.67,3cc129fe
b76d85c4,Dana Bishop,dana.bishop@chandler.org,Marketing Operations Manager,899.820.4159x9727,New Davidstad,2025-04-09,85.13,3cc129fe
a945d0e8,Michelle Frederick,michelle.frederick@chandler.org,CFO,001-031-094-6704x7314,Melissafort,2025-03-08,69.37,3cc129fe
ccb29111,Shannon Hunt,shannon.hunt@alexander-costa.biz,Software Engineer,(398)559-6024,Paulmouth,2025-04-29,65.29,93d154dc
33c68a10,Antonio Herrera,antonio.herrera@alexander-costa.biz,CMO,001-290-573-8977x2655,North Mark,2025-02-09,88.84,93d154dc
a21519fa,Alexa Fitzpatrick,alexa.fitzpatrick@alexander-costa.biz,CMO,+1-455-332-2532x60526,North Crystal,2025-03-21,68.75,93d154dc
2a33374e,Brian Brown,brian.brown@alexander-costa.biz,Marketing Operations Manager,8719523904,Carpentershire,2025-04-06,4.6,93d154dc
f6fbfa27,Dan Cruz,dan.cruz@alexander-costa.biz,Marketing Manager,388-159-6694x63589,New Carlmouth,2025-03-06,63.72,93d154dc
caa0c9c7,Rebecca Allen,rebecca.allen@alexander-costa.biz,Finance Manager,7327559258,Joshuaville,2025-02-26,3.12,93d154dc
3807619f,Damon Parrish,damon.parrish@alexander-costa.biz,CFO,001-603-736-1571x92342,Joycehaven,2025-05-01,59.23,93d154dc
940b61b7,Robert Lindsey,robert.lindsey@alexander-costa.biz,Customer Success Rep,(637)995-4473,Lisaburgh,2025-03-05,29.25,93d154dc
bd7008d2,Brian Holland,brian.holland@alexander-costa.biz,VP of Marketing,(353)175-2562x6423,Bellhaven,2025-03-13,46.88,93d154dc
f5a7a55a,Sheryl Jones,sheryl.jones@alexander-costa.biz,Demand Gen Manager,(041)357-0004x863,Baileychester,2025-04-21,78.28,93d154dc
4ffa72d0,Toni Edwards,toni.edwards@alexander-costa.biz,Marketing Operations Manager,+1-079-739-4318,Kleinstad,2025-02-25,90.41,93d154dc
8ad59eda,Destiny Shelton,destiny.shelton@alexander-costa.biz,Head of Demand Gen,676.428.9225x12387,Millerburgh,2025-02-25,35.27,93d154dc
7a8182eb,Christine Chen,christine.chen@alexander-costa.biz,Software Engineer,699-972-3849x34568,Victorville,2025-05-02,87.22,93d154dc
d5e2d396,Eduardo Crosby,eduardo.crosby@alexander-costa.biz,HR Generalist,001-331-378-9078x04408,New Nicolehaven,2025-04-27,73.66,93d154dc
3590b21d,Cory Freeman,cory.freeman@alexander-costa.biz,Marketing Operations Manager,(178)182-8315x78248,Port Kyle,2025-04-21,52.09,93d154dc
cfc12812,Jo Jackson,jo.jackson@alexander-costa.biz,RevOps Manager,(440)504-3247x10917,Antoniofurt,2025-02-14,0.24,93d154dc
6f646965,Sierra Molina,sierra.molina@alexander-costa.biz,CMO,8644716852,North Alexandraview,2025-02-21,28.65,93d154dc
7bbd38c3,Jessica Townsend,jessica.townsend@alexander-costa.biz,Marketing Manager,017.662.1162,Flynnhaven,2025-02-28,22.38,93d154dc
c22482a6,Wayne Brooks,wayne.brooks@alexander-costa.biz,IT Support Specialist,306.497.6639x9817,Weberville,2025-03-24,77.83,93d154dc
9113bf17,Heather Hayden,heather.hayden@alexander-costa.biz,CFO,245-254-4955,East Jamie,2025-03-01,88.06,93d154dc
8907a9fa,Katherine Fowler,katherine.fowler@scott.com,RevOps Manager,707-614-9791,Jonesville,2025-04-09,93.76,ea4ba26d
38dde3c6,Patricia Bridges,patricia.bridges@scott.com,HR Generalist,041-904-0179x28150,Mckenziechester,2025-04-23,71.29,ea4ba26d
2bed255e,Jennifer Collins,jennifer.collins@scott.com,Marketing Operations Manager,+1-790-756-7736,South Christinachester,2025-05-05,57.53,ea4ba26d
7ad79422,Katie Steele,katie.steele@scott.com,HR Generalist,770-965-0000,East Christophermouth,2025-03-01,1.65,ea4ba26d
a8744010,Aaron Wallace,aaron.wallace@scott.com,RevOps Manager,+1-569-849-9547x033,Port Kevin,2025-03-26,11.4,ea4ba26d
a24a4bd5,Natalie Wells,natalie.wells@scott.com,Director of Marketing,915.113.7376x63714,Lake Michelle,2025-02-18,6.97,ea4ba26d
ad2c7f53,Samantha Diaz,samantha.diaz@scott.com,CFO,001-093-943-6708x236,Juliemouth,2025-04-29,61.43,ea4ba26d
72ea076b,Stephen Maxwell,stephen.maxwell@scott.com,Finance Manager,811-150-9368x8826,Lake Kristinview,2025-03-19,4.8,ea4ba26d
7ce88ef5,Stephanie Diaz,stephanie.diaz@scott.com,Demand Gen Manager,+1-470-835-8668,Port Ariana,2025-03-02,81.1,ea4ba26d
435a551e,Tracy Ruiz,tracy.ruiz@scott.com,Marketing Manager,(456)837-3009,Wrightbury,2025-04-01,2.05,ea4ba26d
3efbb37c,Jessica Castaneda,jessica.castaneda@scott.com,Marketing Operations Manager,327.766.5851,Lake Joseph,2025-04-03,66.76,ea4ba26d
ddfc1f26,Jennifer Walsh,jennifer.walsh@scott.com,IT Support Specialist,861-814-1801,Simschester,2025-03-18,26.27,ea4ba26d
4e36bec4,Margaret Fleming,margaret.fleming@scott.com,Head of Demand Gen,2695324699,Rushland,2025-03-12,29.35,ea4ba26d
3df4309d,Melissa Mckenzie,melissa.mckenzie@scott.com,Director of Marketing,920-230-9671x080,Pricebury,2025-03-21,59.19,ea4ba26d
3f515cb2,Zachary Escobar,zachary.escobar@scott.com,Procurement Specialist,+1-527-195-7725x7574,New William,2025-04-15,92.37,ea4ba26d
5aa1ee99,Sara Gibson,sara.gibson@scott.com,Customer Success Rep,(464)061-1729,Merrittborough,2025-02-25,40.69,ea4ba26d
a6632df4,Cynthia Gaines,cynthia.gaines@scott.com,Product Manager,001-194-849-4655x471,Connietown,2025-02-09,13.83,ea4ba26d
f34f1d42,Heather Smith,heather.smith@scott.com,Product Manager,001-346-028-5336x091,West Nicoleberg,2025-03-09,85.73,ea4ba26d
643ae60e,Dawn Schneider,dawn.schneider@scott.org,Customer Success Rep,961-057-4481x08383,West Cynthia,2025-03-22,5.4,605e2246
6e2fe157,Ann Webster,ann.webster@scott.org,Customer Success Rep,001-467-969-9342,Erictown,2025-03-10,93.42,605e2246
06bdce98,Tanya Flowers,tanya.flowers@scott.org,Product Manager,717-477-1868x4149,Amberstad,2025-02-21,46.45,605e2246
47c9450e,Emily Butler,emily.butler@scott.org,Product Manager,001-336-416-1154x06783,Lake Jessica,2025-05-01,28.88,605e2246
478b244e,Monica Townsend,monica.townsend@scott.org,Head of Demand Gen,591-736-3554,Lake Kathleen,2025-05-01,20.92,605e2246
b89cdc01,Gary Clark,gary.clark@scott.org,HR Generalist,001-029-594-6038x6446,Brianburgh,2025-05-02,72.82,605e2246
53685742,Jason Anderson,jason.anderson@scott.org,VP of Marketing,(627)895-4289,Carlsonmouth,2025-02-14,51.63,605e2246
ea041d61,Steven King,steven.king@scott.org,Marketing Operations Manager,001-597-285-8671x712,Josestad,2025-03-25,42.28,605e2246
0702b932,Jonathan Hunt,jonathan.hunt@scott.org,RevOps Manager,+1-351-268-0130x9456,Port Alexander,2025-02-18,19.02,605e2246
8aaa5196,Crystal Castro,crystal.castro@scott.org,Procurement Specialist,036-831-1328x0079,West Aaronton,2025-02-24,98.25,605e2246
856c6027,Hailey Nelson,hailey.nelson@scott.org,CMO,356.658.9233,Butlerstad,2025-04-02,64.46,605e2246
aa580b09,Jon Bryant,jon.bryant@scott.org,RevOps Manager,001-221-484-6282x312,Jamesshire,2025-02-19,96.47,605e2246
d2727c00,Gary Morton,gary.morton@scott.org,IT Support Specialist,314-207-5323,East Kathrynside,2025-03-05,27.29,605e2246
2b9cfbac,Brittany Levy,brittany.levy@scott.org,CFO,390.060.0076x37700,South Adam,2025-03-18,3.67,605e2246
5807f766,Nicholas Sutton,nicholas.sutton@scott.org,Software Engineer,(896)288-6668x195,Kellyfurt,2025-03-25,73.68,605e2246
91ae0568,Kelly Wolfe,kelly.wolfe@scott.org,Marketing Manager,2140037816,Alexandermouth,2025-03-29,28.59,605e2246
fdada7f9,Nicole Spencer,nicole.spencer@scott.org,Demand Gen Manager,289.340.2897x776,New Nicolas,2025-02-09,53.97,605e2246
1078ef8d,Robert Arnold,robert.arnold@scott.org,Product Manager,464-461-6564,South Nicoleton,2025-03-16,42.62,605e2246
974664dd,Shane Lam,shane.lam@scott.org,CFO,(727)574-8591x271,Collinshaven,2025-02-12,31.37,605e2246
eb0c1f42,Jonathan Hernandez,jonathan.hernandez@donovan-moore.org,Procurement Specialist,001-827-010-6757x130,Michaelland,2025-02-13,57.92,5bdaa52a
cecb79dc,Jacob Morris,jacob.morris@donovan-moore.org,Marketing Operations Manager,001-776-132-8930,Lake Ashleymouth,2025-03-26,72.3,5bdaa52a
1fde88cf,Richard Villarreal,richard.villarreal@donovan-moore.org,Marketing Manager,(069)391-0826x08750,South Christina,2025-04-30,94.47,5bdaa52a
b0fc83c9,Lee Glenn,lee.glenn@donovan-moore.org,Product Manager,(573)692-7588x1899,Obrienborough,2025-03-10,92.07,5bdaa52a
8258bdc7,Alison Burns,alison.burns@donovan-moore.org,HR Generalist,+1-452-944-0752x03985,East Johnchester,2025-03-31,94.15,5bdaa52a
0e6beb79,Mark Lee,mark.lee@donovan-moore.org,VP of Marketing,+1-032-736-5430x4050,Monicaside,2025-02-25,19.61,5bdaa52a
34d3524f,Tasha Black,tasha.black@donovan-moore.org,VP of Marketing,6568093189,New Lisa,2025-03-01,79.21,5bdaa52a
36244bcb,Lori Parker,lori.parker@donovan-moore.org,CMO,451.607.3452x882,Fullerberg,2025-04-13,79.08,5bdaa52a
6804f58b,Lori Blankenship,lori.blankenship@donovan-moore.org,Marketing Operations Manager,+1-113-734-0254x98443,West Candice,2025-02-20,17.45,5bdaa52a
73c67a19,Holly Simmons,holly.simmons@donovan-moore.org,Demand Gen Manager,586-052-1514,Pamburgh,2025-02-24,90.81,5bdaa52a
72de7815,Michaela Wood,michaela.wood@donovan-moore.org,Finance Manager,(236)768-1873,Lake Ian,2025-04-02,97.64,5bdaa52a
908cad92,Matthew Daniel,matthew.daniel@donovan-moore.org,Head of Demand Gen,001-002-589-0135x7956,Ortizberg,2025-03-06,53.7,5bdaa52a
314b67f0,Paul Webb,paul.webb@donovan-moore.org,VP of Marketing,+1-039-214-7824x6943,Wellsland,2025-04-10,38.13,5bdaa52a
e00add87,Timothy Bentley,timothy.bentley@donovan-moore.org,CFO,(667)578-1216,Juliefurt,2025-04-09,84.98,5bdaa52a
d61fd74b,Scott Terry,scott.terry@donovan-moore.org,Customer Success Rep,(673)819-6547x12694,New Derek,2025-03-16,77.03,5bdaa52a
6f805f2d,Angie Jones,angie.jones@donovan-moore.org,Marketing Manager,864.017.4193x580,Lake Nichole,2025-03-15,30.51,5bdaa52a
93d98a1e,Jonathon Barrera,jonathon.barrera@donovan-moore.org,Director of Marketing,001-092-135-0326x3821,Samanthabury,2025-04-13,13.24,5bdaa52a
3b84b2a7,Jacqueline Gonzalez,jacqueline.gonzalez@donovan-moore.org,IT Support Specialist,001-938-168-2865x08660,West Josetown,2025-03-05,10.77,5bdaa52a
df1c3f50,Catherine Newman,catherine.newman@donovan-moore.org,Demand Gen Manager,337.646.6977,East Jenniferfurt,2025-03-19,49.16,5bdaa52a
8b3aa9a6,Natalie Thomas,natalie.thomas@brown.org,HR Generalist,621.279.9271x30563,Port Jeffrey,2025-04-09,15.67,e17b5956
fb14aff8,Jacqueline Potter,jacqueline.potter@brown.org,CFO,+1-881-326-9085,Everettfort,2025-03-02,60.7,e17b5956
9589477a,David Shaw,david.shaw@brown.org,CFO,+1-248-293-7750x935,Lake Mark,2025-03-18,28.98,e17b5956
ac28758e,Morgan Rivera,morgan.rivera@brown.org,Sales Representative,(271)792-4189x6439,Mcdanielmouth,2025-04-11,94.24,e17b5956
eee15ded,Tamara Dominguez,tamara.dominguez@brown.org,Customer Success Rep,455-785-2359x090,Port Brian,2025-05-02,91.32,e17b5956
4b6717b3,Craig Edwards,craig.edwards@brown.org,Marketing Operations Manager,080-416-0555x61069,Clarkshire,2025-04-17,9.01,e17b5956
1cf61d9f,Jennifer Villa,jennifer.villa@brown.org,HR Generalist,(699)608-4920x6945,Melanieshire,2025-02-11,98.97,e17b5956
ed3d69ea,Joel Johnson,joel.johnson@brown.org,Sales Representative,773-724-3765x1754,South Christopherbury,2025-04-11,83.3,e17b5956
1757d190,Robin Navarro,robin.navarro@brown.org,CMO,001-167-925-0524x193,Port Meredith,2025-02-13,64.83,e17b5956
bfbb0dde,Edwin Jarvis,edwin.jarvis@brown.org,CFO,061-442-7697x3928,Crawfordmouth,2025-04-14,3.2,e17b5956
0cbe1a15,Bryan Barr,bryan.barr@brown.org,Demand Gen Manager,9451962810,Johnsonland,2025-03-24,16.45,e17b5956
25731c36,Daniel Collins,daniel.collins@brown.org,RevOps Manager,+1-729-660-7392,New Lisa,2025-03-19,32.68,e17b5956
99e8d5dd,April Davis,april.davis@brown.org,VP of Marketing,001-923-507-5057x68543,New John,2025-02-17,18.98,e17b5956
8f69b407,Kimberly Cochran,kimberly.cochran@brown.org,RevOps Manager,+1-962-744-6036x388,Port Nicholasberg,2025-04-29,66.31,e17b5956
d256d699,Scott Taylor,scott.taylor@brown.org,Head of Demand Gen,560.495.3420x893,Traceyland,2025-03-24,0.12,e17b5956
01c78a22,Roberta Pierce,roberta.pierce@brown.org,Demand Gen Manager,499-598-2828x667,North Jamesfort,2025-03-05,37.85,e17b5956
4704f00f,Jennifer Griffith,jennifer.griffith@brown.org,CFO,+1-039-026-9097x057,New Kelly,2025-04-02,4.53,e17b5956
c399c6d1,Victor Davis,victor.davis@brown.org,Customer Success Rep,+1-918-406-1039x09120,Lake Peterborough,2025-03-05,3.19,e17b5956
4553e433,Zachary Whitehead,zachary.whitehead@brown.org,Marketing Manager,+1-273-901-6592x672,Melaniehaven,2025-03-08,82.99,e17b5956
236d0cdf,Laura Hughes,laura.hughes@brown.org,Software Engineer,(217)610-3614,Port Tylermouth,2025-03-29,95.72,e17b5956
c96cc20d,Linda Swanson,linda.swanson@sandoval-arroyo.com,CFO,001-936-165-9690x486,Moniqueburgh,2025-02-19,70.81,c6b2fb5d
bda48fa2,Joanna Kelly,joanna.kelly@sandoval-arroyo.com,CFO,(951)311-4614,Thomasville,2025-04-22,50.94,c6b2fb5d
fb127a20,Lawrence Mclean,lawrence.mclean@sandoval-arroyo.com,Marketing Manager,252-232-9899x0512,New Rogerchester,2025-02-26,51,c6b2fb5d
25156844,James Jones,james.jones@sandoval-arroyo.com,VP of Marketing,8467043060,Sethtown,2025-02-25,62.43,c6b2fb5d
6985a8bc,Eric Smith,eric.smith@sandoval-arroyo.com,RevOps Manager,+1-638-717-4758x3485,Cordovaview,2025-04-30,33.02,c6b2fb5d
78ef53ad,Summer Oliver,summer.oliver@sandoval-arroyo.com,Director of Marketing,001-969-969-4269x86288,North Brooke,2025-04-03,4.95,c6b2fb5d
b3635c4a,Michael Webster,michael.webster@sandoval-arroyo.com,Customer Success Rep,286-717-6689x059,West Karenport,2025-03-18,66.36,c6b2fb5d
5c9f5e6c,James Yu,james.yu@sandoval-arroyo.com,Finance Manager,406-186-0472x9366,New Heatherfurt,2025-04-18,36.63,c6b2fb5d
0a91fbba,Anthony Jones,anthony.jones@sandoval-arroyo.com,HR Generalist,001-005-103-8436x45145,Hubbardfurt,2025-04-19,56.49,c6b2fb5d
85d5de5b,Keith Fitzgerald,keith.fitzgerald@sandoval-arroyo.com,HR Generalist,(945)556-0903x518,North Suzannefurt,2025-04-28,69.86,c6b2fb5d
0260fcf8,Angela Shepard,angela.shepard@sandoval-arroyo.com,Marketing Operations Manager,+1-884-946-9336x1086,North Arthur,2025-03-04,8.85,c6b2fb5d
475d8f7b,Andrea Patton,andrea.patton@sandoval-arroyo.com,Director of Marketing,981-686-3470,West Briannamouth,2025-03-15,51.1,c6b2fb5d
b794e8ca,Catherine Caldwell,catherine.caldwell@sandoval-arroyo.com,CFO,019.415.0039x572,South Michaelport,2025-04-19,81.86,c6b2fb5d
edcbd410,William Hampton,william.hampton@sandoval-arroyo.com,Finance Manager,802-623-2490x20121,East Brandibury,2025-02-28,92.57,c6b2fb5d
d5a5388a,Raymond Patterson,raymond.patterson@sandoval-arroyo.com,Finance Manager,001-697-256-9596x137,Lake Matthew,2025-03-22,57.47,c6b2fb5d
e200cafa,Mackenzie Robinson,mackenzie.robinson@sandoval-arroyo.com,HR Generalist,+1-352-462-4888x57749,Jasonville,2025-03-25,13.94,c6b2fb5d
54070ee0,Brandon Burnett,brandon.burnett@payne.com,Finance Manager,267.986.9895x845,Elizabethberg,2025-03-13,62.9,1e95bd67
5db5056a,Taylor Goodman,taylor.goodman@payne.com,Head of Demand Gen,(487)784-3715x263,Benjaminside,2025-04-12,10.02,1e95bd67
4be3e9b4,Monica Diaz,monica.diaz@payne.com,Finance Manager,(927)906-9928x402,Kimberlyland,2025-03-31,32.26,1e95bd67
bbf26d69,Sarah Mcdonald,sarah.mcdonald@payne.com,CMO,001-279-570-1869,Scottmouth,2025-02-27,41.82,1e95bd67
0c4da22b,John Murphy,john.murphy@payne.com,Marketing Operations Manager,668.479.2462x2731,Mooreside,2025-03-20,15.48,1e95bd67
71efe384,Grace Williams,grace.williams@payne.com,HR Generalist,(365)375-2558,North Garyton,2025-02-10,93.59,1e95bd67
b98a9dc9,Jennifer Garcia,jennifer.garcia@payne.com,Marketing Manager,001-292-071-5249,Ewingshire,2025-03-10,99.8,1e95bd67
2e3b3cf9,Elizabeth Holden,elizabeth.holden@payne.com,Marketing Operations Manager,(677)610-5080,East Christopher,2025-03-12,67.95,1e95bd67
ecab085c,Rebecca Oconnor,rebecca.oconnor@payne.com,Marketing Operations Manager,495.794.8194x2443,Lake Joanna,2025-04-22,15.47,1e95bd67
4dc5226b,Michael Clark,michael.clark@payne.com,RevOps Manager,(842)530-8971x518,Rickystad,2025-04-09,64.44,1e95bd67
ce3ea08e,Monica Aguilar,monica.aguilar@payne.com,Product Manager,+1-360-463-1381x976,West Isaacbury,2025-02-09,57.22,1e95bd67
dae17809,Kristen Ballard,kristen.ballard@payne.com,Finance Manager,(456)988-1668x3941,Brandonville,2025-02-17,23.89,1e95bd67
7a96c056,Jeffrey Brown,jeffrey.brown@payne.com,Procurement Specialist,743.064.2466x761,West Michaelland,2025-02-22,77.97,1e95bd67
0825add3,Michael Gill,michael.gill@payne.com,IT Support Specialist,+1-854-552-8661x37949,Rodriguezborough,2025-04-24,41.95,1e95bd67
d60df83f,Kevin Hudson,kevin.hudson@payne.com,Sales Representative,(056)201-7357x046,Davidtown,2025-04-05,8.52,1e95bd67
12c60d25,George Sanders,george.sanders@payne.com,Finance Manager,+1-091-145-8629x802,West Danielfurt,2025-03-22,48.5,1e95bd67
456a4bc6,Michael Espinoza,michael.espinoza@payne.com,CFO,188.970.0107x6181,North Keith,2025-04-26,75.73,1e95bd67
e0cd9433,Danielle Roberts,danielle.roberts@payne.com,CFO,557-554-8008,South Jonathanberg,2025-02-24,84.11,1e95bd67
af912743,Eric Horne,eric.horne@kline.net,Marketing Operations Manager,5868675822,West Kathleenshire,2025-02-22,73.48,414d05bb
ae29e278,Dalton Collins,dalton.collins@kline.net,IT Support Specialist,001-266-807-2085x64899,Campbellburgh,2025-02-15,30.4,414d05bb
bca25ac4,Kimberly Park,kimberly.park@kline.net,CMO,2059787242,South Catherinemouth,2025-02-09,14.67,414d05bb
46d9f6a7,Lance Farrell,lance.farrell@kline.net,VP of Marketing,(765)031-6973,Stanleyshire,2025-02-28,14.98,414d05bb
6feec839,Anna George,anna.george@kline.net,Director of Marketing,+1-408-770-5583x8795,Gomezside,2025-03-12,35.38,414d05bb
3888d92c,Jennifer Simpson,jennifer.simpson@kline.net,CMO,757.402.6188,Boothfurt,2025-04-08,84.32,414d05bb
e8800ef2,Jeffrey Knight,jeffrey.knight@kline.net,Demand Gen Manager,845.015.3372x285,Sandraville,2025-03-01,58.07,414d05bb
fefd2523,Jeff Andrews,jeff.andrews@kline.net,Head of Demand Gen,541.104.8177x8662,Alvaradoport,2025-04-08,61.63,414d05bb
93b3a242,Richard Berry,richard.berry@kline.net,CFO,5307134417,Kathystad,2025-05-01,62.7,414d05bb
0045e1b1,Kimberly Owens,kimberly.owens@kline.net,Marketing Manager,001-915-945-4281x710,Leonardtown,2025-03-19,14.93,414d05bb
fff45404,Ryan Reilly,ryan.reilly@kline.net,IT Support Specialist,197.185.5671,Berryburgh,2025-03-18,23.41,414d05bb
2b7a2444,Cory Santiago,cory.santiago@kline.net,VP of Marketing,001-516-776-9331x7635,Reevesville,2025-04-03,24.96,414d05bb
81bcb83b,Hannah Scott,hannah.scott@kline.net,CFO,(267)897-3696x588,East Mark,2025-03-12,23.14,414d05bb
e17f77d0,Heather Hall,heather.hall@kline.net,Marketing Manager,069.570.1767x3760,Lake Annatown,2025-03-11,95.76,414d05bb
15d5ce39,Kathryn Stein,kathryn.stein@kline.net,Demand Gen Manager,205-554-3374,West Christopher,2025-04-27,89.54,414d05bb
ab7dd360,Brandy Doyle,brandy.doyle@kline.net,Marketing Operations Manager,954.069.8520,New Marissamouth,2025-04-19,97.44,414d05bb
5da596e8,William Rose,william.rose@kline.net,Procurement Specialist,001-840-013-1450x07901,South Michael,2025-02-16,68.74,414d05bb
41731d40,Dana Perez,dana.perez@kline.net,Head of Demand Gen,745.834.2765x1976,Dawnfurt,2025-03-23,67.09,414d05bb
e48a3bde,Teresa Hawkins,teresa.hawkins@franklin.com,Director of Marketing,001-987-264-6394,East Timothyburgh,2025-03-11,19,c632e010
4fae2238,Jeffrey Acosta,jeffrey.acosta@franklin.com,Head of Demand Gen,631-728-6486,Alexisstad,2025-03-23,31.28,c632e010
76fb0de4,Ryan Brooks,ryan.brooks@franklin.com,CFO,948.961.3323x946,Petersonburgh,2025-03-21,81.25,c632e010
9f5ddca9,Christine Robbins,christine.robbins@franklin.com,RevOps Manager,(618)760-7749x58376,Leeport,2025-04-06,45.79,c632e010
73e7f158,Christopher Mckenzie,christopher.mckenzie@franklin.com,Customer Success Rep,367.687.8534x6140,Lake Amandahaven,2025-04-10,17.31,c632e010
8428d302,Julie Bryant,julie.bryant@franklin.com,HR Generalist,2717294962,Mendozahaven,2025-02-12,74.18,c632e010
e699f190,Tara Mathis,tara.mathis@franklin.com,Finance Manager,766-447-1808,New Elizabethtown,2025-03-29,20.86,c632e010
e6c20667,Michele Jones,michele.jones@franklin.com,Marketing Manager,091-328-1998x8131,New Jasonside,2025-04-05,69.14,c632e010
0a9f486c,Michael Russell,michael.russell@franklin.com,Finance Manager,(442)807-3214x19405,Faithville,2025-04-17,21.92,c632e010
3c51fa97,Scott Nelson,scott.nelson@franklin.com,RevOps Manager,769-792-8882x749,East Michellefort,2025-04-17,90.11,c632e010
239cafc5,Bonnie Shaffer,bonnie.shaffer@franklin.com,Director of Marketing,+1-427-607-5537x6509,West Shannon,2025-02-13,56.69,c632e010
82f83401,Kelly Kirk,kelly.kirk@franklin.com,CFO,985.924.7292,New Nicolefort,2025-04-27,54.75,c632e010
d8a7ded1,Michelle Hurst,michelle.hurst@franklin.com,Customer Success Rep,(764)103-9301x525,East Patricia,2025-04-08,83.5,c632e010
9492b420,Kelsey Santos,kelsey.santos@franklin.com,CMO,(145)630-5592x2993,Lake Danny,2025-04-02,21.1,c632e010
ef9b7eb3,Benjamin Arellano,benjamin.arellano@franklin.com,CMO,001-459-179-6535,East Williamburgh,2025-04-03,13.2,c632e010
5f3d6b9b,Daniel Mayo,daniel.mayo@franklin.com,Marketing Manager,+1-485-725-4139,South Dianafurt,2025-04-05,44.69,c632e010
1d6085e5,Jose Norris,jose.norris@franklin.com,Marketing Manager,334-130-7773,Wendychester,2025-04-08,44.46,c632e010
5c942f42,Justin Shannon,justin.shannon@franklin.com,RevOps Manager,(404)519-2350x860,Anitaborough,2025-03-19,8.99,c632e010
073df461,Oscar Hart,oscar.hart@franklin.com,CMO,016-939-6129x53673,New Patricia,2025-03-18,36.68,c632e010
f80ecabf,John Simmons,john.simmons@franklin.com,IT Support Specialist,478.239.7492,Lake Kellystad,2025-03-07,73.41,c632e010
8f5fcb5f,Jennifer Mcfarland,jennifer.mcfarland@gibson-hunt.com,CMO,529.802.3929x9812,Alanview,2025-03-09,85.63,7b187336
f9213baa,Sarah Casey,sarah.casey@gibson-hunt.com,Director of Marketing,294.912.4385x43167,Greeneview,2025-02-09,66.41,7b187336
3cd427ef,Douglas Bowman,douglas.bowman@gibson-hunt.com,Marketing Operations Manager,+1-398-119-1111,Foxport,2025-04-03,59.34,7b187336
